cluster,problema,sintoma,solucao
0,problema no escape,barulho ao acelerar com barulho,verificar e trocar peças do escape
0,problema no escape,barulho ao acelerar com barulho,verificar e realizar a troca peças do escape
0,problema no escape,barulho ao acelerar e vibração,verificar e substituir peças do escape
0,problema no escape,barulho ao acelerar e vibração,verificar e trocar peças do escape
0,problema no escape,barulho ao acelerar e vibração,verificar e realizar a troca peças do escape
0,problema no motor de arranque,ruido de estrondo ao ligar o carro,substituir o motor de arranque
0,problema no motor de arranque,ruido de estrondo ao ligar o carro,trocar o motor de arranque
0,problema no motor de arranque,ruido de estrondo ao ligar o carro,realizar a troca o motor de arranque
0,problema no motor de arranque,ruido de estrondo ao ligar o carro com barulho,substituir o motor de arranque
0,problema no motor de arranque,ruido de estrondo ao ligar o carro com barulho,trocar o motor de arranque
0,problema no motor de arranque,ruido de estrondo ao ligar o carro com barulho,realizar a troca o motor de arranque
0,problema no motor de arranque,ruido de estrondo ao ligar o carro e vibração,substituir o motor de arranque
0,problema no motor de arranque,ruido de estrondo ao ligar o carro e vibração,trocar o motor de arranque
0,problema no motor de arranque,ruido de estrondo ao ligar o carro e vibração,realizar a troca o motor de arranque
0,problema no módulo abs,luz de abs intermitente,verificar e substituir módulo abs
0,problema no módulo abs,luz de abs intermitente,verificar e trocar módulo abs
0,problema no módulo abs,luz de abs intermitente,verificar e realizar a troca módulo abs
0,problema no módulo abs,luz de abs intermitente com barulho,verificar e substituir módulo abs
0,problema no módulo abs,luz de abs intermitente com barulho,verificar e trocar módulo abs
0,problema no módulo abs,luz de abs intermitente com barulho,verificar e realizar a troca módulo abs
0,problema no módulo abs,luz de abs intermitente e vibração,verificar e substituir módulo abs
0,problema no módulo abs,luz de abs intermitente e vibração,verificar e trocar módulo abs
0,problema no módulo abs,luz de abs intermitente e vibração,verificar e realizar a troca módulo abs
0,problema no módulo de injeção,luz de injeção eletrônica acesa,verificar e substituir módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica acesa,verificar e trocar módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica acesa,verificar e realizar a troca módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica acesa com barulho,verificar e substituir módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica acesa com barulho,verificar e trocar módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica acesa com barulho,verificar e realizar a troca módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica acesa e vibração,verificar e substituir módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica acesa e vibração,verificar e trocar módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica acesa e vibração,verificar e realizar a troca módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica piscando,verificar e substituir módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica piscando,verificar e trocar módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica piscando,verificar e realizar a troca módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica piscando com barulho,verificar e substituir módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica piscando com barulho,verificar e trocar módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica piscando com barulho,verificar e realizar a troca módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica piscando e vibração,verificar e substituir módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica piscando e vibração,verificar e trocar módulo de injeção
0,problema no módulo de injeção,luz de injeção eletrônica piscando e vibração,verificar e realizar a troca módulo de injeção
0,problema no módulo de injeção,luz de injeção piscando,verificar e substituir módulo de injeção
0,problema no módulo de injeção,luz de injeção piscando,verificar e trocar módulo de injeção
0,problema no módulo de injeção,luz de injeção piscando,verificar e realizar a troca módulo de injeção
0,problema no módulo de injeção,luz de injeção piscando com barulho,verificar e substituir módulo de injeção
0,problema no módulo de injeção,luz de injeção piscando com barulho,verificar e trocar módulo de injeção
0,problema no módulo de injeção,luz de injeção piscando com barulho,verificar e realizar a troca módulo de injeção
0,problema no módulo de injeção,luz de injeção piscando e vibração,verificar e substituir módulo de injeção
0,problema no módulo de injeção,luz de injeção piscando e vibração,verificar e trocar módulo de injeção
0,problema no módulo de injeção,luz de injeção piscando e vibração,verificar e realizar a troca módulo de injeção
0,problema no sensor de temperatura,luz de temperatura do óleo acesa,substituir sensor de temperatura
0,problema no sensor de temperatura,luz de temperatura do óleo acesa,trocar sensor de temperatura
0,problema no sensor de temperatura,luz de temperatura do óleo acesa,realizar a troca sensor de temperatura
0,problema no sensor de temperatura,luz de temperatura do óleo acesa com barulho,substituir sensor de temperatura
0,problema no sensor de temperatura,luz de temperatura do óleo acesa com barulho,trocar sensor de temperatura
0,problema no sensor de temperatura,luz de temperatura do óleo acesa com barulho,realizar a troca sensor de temperatura
0,problema no sensor de temperatura,luz de temperatura do óleo acesa e vibração,substituir sensor de temperatura
0,problema no sensor de temperatura,luz de temperatura do óleo acesa e vibração,trocar sensor de temperatura
0,problema no sensor de temperatura,luz de temperatura do óleo acesa e vibração,realizar a troca sensor de temperatura
0,problema no sistema abs,luz de abs piscando,verificar e substituir sistema abs
0,problema no sistema abs,luz de abs piscando,verificar e trocar sistema abs
0,problema no sistema abs,luz de abs piscando,verificar e realizar a troca sistema abs
0,problema no sistema abs,luz de abs piscando com barulho,verificar e substituir sistema abs
0,problema no sistema abs,luz de abs piscando com barulho,verificar e trocar sistema abs
0,problema no sistema abs,luz de abs piscando com barulho,verificar e realizar a troca sistema abs
0,problema no sistema abs,luz de abs piscando e vibração,verificar e substituir sistema abs
0,problema no sistema abs,luz de abs piscando e vibração,verificar e trocar sistema abs
0,problema no sistema abs,luz de abs piscando e vibração,verificar e realizar a troca sistema abs
0,problema no sistema de airbag,luz de airbag acesa,checar e reparar sistema de airbag
0,problema no sistema de airbag,luz de airbag acesa com barulho,checar e reparar sistema de airbag
0,problema no sistema de airbag,luz de airbag acesa e vibração,checar e reparar sistema de airbag
0,problema no sistema de ar condicionado,luz de sistema de ar condicionado acesa,verificar e reparar sistema de ar condicionado
0,problema no sistema de ar condicionado,luz de sistema de ar condicionado acesa com barulho,verificar e reparar sistema de ar condicionado
0,problema no sistema de ar condicionado,luz de sistema de ar condicionado acesa e vibração,verificar e reparar sistema de ar condicionado
0,problema no sistema de ar condicionado,luz de sistema de ar condicionado piscando,verificar e reparar sistema de ar condicionado
0,problema no sistema de ar condicionado,luz de sistema de ar condicionado piscando com barulho,verificar e reparar sistema de ar condicionado
0,problema no sistema de ar condicionado,luz de sistema de ar condicionado piscando e vibração,verificar e reparar sistema de ar condicionado
0,problema no sistema de arrefecimento,luz de sistema de refrigerante acesa,verificar e reparar sistema de arrefecimento
0,problema no sistema de arrefecimento,luz de sistema de refrigerante acesa com barulho,verificar e reparar sistema de arrefecimento
0,problema no sistema de arrefecimento,luz de sistema de refrigerante acesa e vibração,verificar e reparar sistema de arrefecimento
0,problema no sistema de arrefecimento,luz de sistema de refrigerante piscando,verificar e reparar sistema de arrefecimento
0,problema no sistema de arrefecimento,luz de sistema de refrigerante piscando com barulho,verificar e reparar sistema de arrefecimento
0,problema no sistema de arrefecimento,luz de sistema de refrigerante piscando e vibração,verificar e reparar sistema de arrefecimento
0,problema no sistema de estabilidade,luz de controle de estabilidade acesa,verificar e reparar sistema de estabilidade
0,problema no sistema de estabilidade,luz de controle de estabilidade acesa com barulho,verificar e reparar sistema de estabilidade
0,problema no sistema de estabilidade,luz de controle de estabilidade acesa e vibração,verificar e reparar sistema de estabilidade
0,problema no sistema de estabilidade,luz de estabilidade acesa,verificar e reparar sistema de estabilidade
0,problema no sistema de estabilidade,luz de estabilidade acesa com barulho,verificar e reparar sistema de estabilidade
0,problema no sistema de estabilidade,luz de estabilidade acesa e vibração,verificar e reparar sistema de estabilidade
0,problema no sistema de freio,luz de freio de estacionamento acesa,verificar e reparar sistema de freio
0,problema no sistema de freio,luz de freio de estacionamento acesa com barulho,verificar e reparar sistema de freio
0,problema no sistema de freio,luz de freio de estacionamento acesa e vibração,verificar e reparar sistema de freio
0,problema no sistema de freio,carro puxa ao soltar o freio,revisar e substituir sistema de freio
0,problema no sistema de freio,carro puxa ao soltar o freio,revisar e trocar sistema de freio
0,problema no sistema de freio,carro puxa ao soltar o freio,revisar e realizar a troca sistema de freio
0,problema no sistema de freio,carro puxa ao soltar o freio com barulho,revisar e substituir sistema de freio
0,problema no sistema de freio,carro puxa ao soltar o freio com barulho,revisar e trocar sistema de freio
0,problema no sistema de freio,carro puxa ao soltar o freio com barulho,revisar e realizar a troca sistema de freio
0,problema no sistema de freio,carro puxa ao soltar o freio e vibração,revisar e substituir sistema de freio
0,problema no sistema de freio,carro puxa ao soltar o freio e vibração,revisar e trocar sistema de freio
0,problema no sistema de freio,carro puxa ao soltar o freio e vibração,revisar e realizar a troca sistema de freio
0,problema no sistema de ignicao,luz de check engine acesa,verificar e reparar sistema de ignicao
0,problema no sistema de ignicao,luz de check engine acesa com barulho,verificar e reparar sistema de ignicao
0,problema no sistema de ignicao,luz de check engine acesa e vibração,verificar e reparar sistema de ignicao
0,problema no sistema de injeção,dificuldade para acelerar,verificar e ajustar sistema de injeção
0,problema no sistema de injeção,dificuldade para acelerar com barulho,verificar e ajustar sistema de injeção
0,problema no sistema de injeção,dificuldade para acelerar e vibração,verificar e ajustar sistema de injeção
0,problema no sistema de tração,luz de controle de tração acesa,verificar e reparar sistema de tração
0,problema no sistema de tração,luz de controle de tração acesa com barulho,verificar e reparar sistema de tração
0,problema no sistema de tração,luz de controle de tração acesa e vibração,verificar e reparar sistema de tração
0,problema no termostato,luz de temperatura acesa,substituir termostato
0,problema no termostato,luz de temperatura acesa,trocar termostato
0,problema no termostato,luz de temperatura acesa,realizar a troca termostato
0,problema no termostato,luz de temperatura acesa com barulho,substituir termostato
0,problema no termostato,luz de temperatura acesa com barulho,trocar termostato
0,problema no termostato,luz de temperatura acesa com barulho,realizar a troca termostato
0,problema no termostato,luz de temperatura acesa e vibração,substituir termostato
0,problema no termostato,luz de temperatura acesa e vibração,trocar termostato
0,problema no termostato,luz de temperatura acesa e vibração,realizar a troca termostato
0,problema nos freios,cheiro de queimado,substituir pastilhas ou discos
0,problema nos freios,cheiro de queimado,trocar pastilhas ou discos
0,problema nos freios,cheiro de queimado,realizar a troca pastilhas ou discos
0,problema nos freios,cheiro de queimado com barulho,substituir pastilhas ou discos
0,problema nos freios,cheiro de queimado com barulho,trocar pastilhas ou discos
0,problema nos freios,cheiro de queimado com barulho,realizar a troca pastilhas ou discos
0,problema nos freios,cheiro de queimado e vibração,substituir pastilhas ou discos
0,problema nos freios,cheiro de queimado e vibração,trocar pastilhas ou discos
0,problema nos freios,cheiro de queimado e vibração,realizar a troca pastilhas ou discos
0,problemas com o sistema de transmissão,cheiro de queimado ao acelerar,revisar e reparar sistema de transmissão
0,problemas com o sistema de transmissão,cheiro de queimado ao acelerar com barulho,revisar e reparar sistema de transmissão
0,problemas com o sistema de transmissão,cheiro de queimado ao acelerar e vibração,revisar e reparar sistema de transmissão
0,problemas gerais no motor,luz de manutenção do motor acesa,realizar diagnóstico completo
0,problemas gerais no motor,luz de manutenção do motor acesa com barulho,realizar diagnóstico completo
0,problemas gerais no motor,luz de manutenção do motor acesa e vibração,realizar diagnóstico completo
0,problemas gerais no motor,luz de manutenção de motor piscando,realizar diagnóstico geral
0,problemas gerais no motor,luz de manutenção de motor piscando com barulho,realizar diagnóstico geral
0,problemas gerais no motor,luz de manutenção de motor piscando e vibração,realizar diagnóstico geral
0,problemas na bomba de combustível,carro não acelera,substituir bomba de combustível
0,problemas na bomba de combustível,carro não acelera,trocar bomba de combustível
0,problemas na bomba de combustível,carro não acelera,realizar a troca bomba de combustível
0,problemas na bomba de combustível,carro não acelera com barulho,substituir bomba de combustível
0,problemas na bomba de combustível,carro não acelera com barulho,trocar bomba de combustível
0,problemas na bomba de combustível,carro não acelera com barulho,realizar a troca bomba de combustível
0,problemas na bomba de combustível,carro não acelera e vibração,substituir bomba de combustível
0,problemas na bomba de combustível,carro não acelera e vibração,trocar bomba de combustível
0,problemas na bomba de combustível,carro não acelera e vibração,realizar a troca bomba de combustível
0,problemas na bomba de combustível,dificuldade para iniciar o carro,verificar e substituir bomba de combustível
0,problemas na bomba de combustível,dificuldade para iniciar o carro,verificar e trocar bomba de combustível
0,problemas na bomba de combustível,dificuldade para iniciar o carro,verificar e realizar a troca bomba de combustível
0,problemas na bomba de combustível,dificuldade para iniciar o carro com barulho,verificar e substituir bomba de combustível
0,problemas na bomba de combustível,dificuldade para iniciar o carro com barulho,verificar e trocar bomba de combustível
0,problemas na bomba de combustível,dificuldade para iniciar o carro com barulho,verificar e realizar a troca bomba de combustível
0,problemas na bomba de combustível,dificuldade para iniciar o carro e vibração,verificar e substituir bomba de combustível
0,problemas na bomba de combustível,dificuldade para iniciar o carro e vibração,verificar e trocar bomba de combustível
0,problemas na bomba de combustível,dificuldade para iniciar o carro e vibração,verificar e realizar a troca bomba de combustível
0,problemas na caixa de direção,barulho de batida ao dirigir,verificar e substituir caixa de direção
0,problemas na caixa de direção,barulho de batida ao dirigir,verificar e trocar caixa de direção
0,problemas na caixa de direção,barulho de batida ao dirigir,verificar e realizar a troca caixa de direção
0,problemas na caixa de direção,barulho de batida ao dirigir com barulho,verificar e substituir caixa de direção
0,problemas na caixa de direção,barulho de batida ao dirigir com barulho,verificar e trocar caixa de direção
0,problemas na caixa de direção,barulho de batida ao dirigir com barulho,verificar e realizar a troca caixa de direção
0,problemas na caixa de direção,barulho de batida ao dirigir e vibração,verificar e substituir caixa de direção
0,problemas na caixa de direção,barulho de batida ao dirigir e vibração,verificar e trocar caixa de direção
0,problemas na caixa de direção,barulho de batida ao dirigir e vibração,verificar e realizar a troca caixa de direção
0,problemas na caixa de direção,barulho ao girar o volante,substituir caixa de direção
0,problemas na caixa de direção,barulho ao girar o volante,trocar caixa de direção
0,problemas na caixa de direção,barulho ao girar o volante,realizar a troca caixa de direção
0,problemas na caixa de direção,barulho ao girar o volante com barulho,substituir caixa de direção
0,problemas na caixa de direção,barulho ao girar o volante com barulho,trocar caixa de direção
0,problemas na caixa de direção,barulho ao girar o volante com barulho,realizar a troca caixa de direção
0,problemas na caixa de direção,barulho ao girar o volante e vibração,substituir caixa de direção
0,problemas na caixa de direção,barulho ao girar o volante e vibração,trocar caixa de direção
0,problemas na caixa de direção,barulho ao girar o volante e vibração,realizar a troca caixa de direção
0,problemas na correia de transmissão,motor estala ao ligar,substituir correia de transmissão
0,problemas na correia de transmissão,motor estala ao ligar,trocar correia de transmissão
0,problemas na correia de transmissão,motor estala ao ligar,realizar a troca correia de transmissão
0,problemas na correia de transmissão,motor estala ao ligar com barulho,substituir correia de transmissão
0,problemas na correia de transmissão,motor estala ao ligar com barulho,trocar correia de transmissão
0,problemas na correia de transmissão,motor estala ao ligar com barulho,realizar a troca correia de transmissão
0,problemas na correia de transmissão,motor estala ao ligar e vibração,substituir correia de transmissão
0,problemas na correia de transmissão,motor estala ao ligar e vibração,trocar correia de transmissão
0,problemas na correia de transmissão,motor estala ao ligar e vibração,realizar a troca correia de transmissão
0,problemas na correia dentada,barulho de estalo ao acelerar,substituir correia dentada
0,problemas na correia dentada,barulho de estalo ao acelerar,trocar correia dentada
0,problemas na correia dentada,barulho de estalo ao acelerar,realizar a troca correia dentada
0,problemas na correia dentada,barulho de estalo ao acelerar com barulho,substituir correia dentada
0,problemas na correia dentada,barulho de estalo ao acelerar com barulho,trocar correia dentada
0,problemas na correia dentada,barulho de estalo ao acelerar com barulho,realizar a troca correia dentada
0,problemas na correia dentada,barulho de estalo ao acelerar e vibração,substituir correia dentada
0,problemas na correia dentada,barulho de estalo ao acelerar e vibração,trocar correia dentada
0,problemas na correia dentada,barulho de estalo ao acelerar e vibração,realizar a troca correia dentada
0,problemas na correia dentada,barulho de raspagem ao acelerar,substituir correia dentada
0,problemas na correia dentada,barulho de raspagem ao acelerar,trocar correia dentada
0,problemas na correia dentada,barulho de raspagem ao acelerar,realizar a troca correia dentada
0,problemas na correia dentada,barulho de raspagem ao acelerar com barulho,substituir correia dentada
0,problemas na correia dentada,barulho de raspagem ao acelerar com barulho,trocar correia dentada
0,problemas na correia dentada,barulho de raspagem ao acelerar com barulho,realizar a troca correia dentada
0,problemas na correia dentada,barulho de raspagem ao acelerar e vibração,substituir correia dentada
0,problemas na correia dentada,barulho de raspagem ao acelerar e vibração,trocar correia dentada
0,problemas na correia dentada,barulho de raspagem ao acelerar e vibração,realizar a troca correia dentada
0,problemas na correia dentada,barulho ao acelerar,substituir correia dentada
0,problemas na correia dentada,barulho ao acelerar,trocar correia dentada
0,problemas na correia dentada,barulho ao acelerar,realizar a troca correia dentada
0,problemas na correia dentada,barulho ao acelerar com barulho,substituir correia dentada
0,problemas na correia dentada,barulho ao acelerar com barulho,trocar correia dentada
0,problemas na correia dentada,barulho ao acelerar com barulho,realizar a troca correia dentada
0,problemas na correia dentada,barulho ao acelerar e vibração,substituir correia dentada
0,problemas na correia dentada,barulho ao acelerar e vibração,trocar correia dentada
0,problemas na correia dentada,barulho ao acelerar e vibração,realizar a troca correia dentada
0,problemas na embreagem,dificuldade para engatar marcha,substituir embreagem
0,problemas na embreagem,dificuldade para engatar marcha,trocar embreagem
0,problemas na embreagem,dificuldade para engatar marcha,realizar a troca embreagem
0,problemas na embreagem,dificuldade para engatar marcha com barulho,substituir embreagem
0,problemas na embreagem,dificuldade para engatar marcha com barulho,trocar embreagem
0,problemas na embreagem,dificuldade para engatar marcha com barulho,realizar a troca embreagem
0,problemas na embreagem,dificuldade para engatar marcha e vibração,substituir embreagem
0,problemas na embreagem,dificuldade para engatar marcha e vibração,trocar embreagem
0,problemas na embreagem,dificuldade para engatar marcha e vibração,realizar a troca embreagem
0,problemas na embreagem,dificuldade para trocar marchas,verificar e substituir embreagem
0,problemas na embreagem,dificuldade para trocar marchas,verificar e trocar embreagem
0,problemas na embreagem,dificuldade para trocar marchas,verificar e realizar a troca embreagem
0,problemas na embreagem,dificuldade para trocar marchas com barulho,verificar e substituir embreagem
0,problemas na embreagem,dificuldade para trocar marchas com barulho,verificar e trocar embreagem
0,problemas na embreagem,dificuldade para trocar marchas com barulho,verificar e realizar a troca embreagem
0,problemas na embreagem,dificuldade para trocar marchas e vibração,verificar e substituir embreagem
0,problemas na embreagem,dificuldade para trocar marchas e vibração,verificar e trocar embreagem
0,problemas na embreagem,dificuldade para trocar marchas e vibração,verificar e realizar a troca embreagem
0,problemas na embreagem,carro não desengata marcha,substituir embreagem
0,problemas na embreagem,carro não desengata marcha,trocar embreagem
0,problemas na embreagem,carro não desengata marcha,realizar a troca embreagem
0,problemas na embreagem,carro não desengata marcha com barulho,substituir embreagem
0,problemas na embreagem,carro não desengata marcha com barulho,trocar embreagem
0,problemas na embreagem,carro não desengata marcha com barulho,realizar a troca embreagem
0,problemas na embreagem,carro não desengata marcha e vibração,substituir embreagem
0,problemas na embreagem,carro não desengata marcha e vibração,trocar embreagem
0,problemas na embreagem,carro não desengata marcha e vibração,realizar a troca embreagem
0,problemas na mistura de arcombustível,motor falha em marcha lenta,ajustar mistura de arcombustível
0,problemas na mistura de arcombustível,motor falha em marcha lenta com barulho,ajustar mistura de arcombustível
0,problemas na mistura de arcombustível,motor falha em marcha lenta e vibração,ajustar mistura de arcombustível
0,problemas na mistura de arcombustível,carro engasga ao acelerar,ajustar mistura de arcombustível
0,problemas na mistura de arcombustível,carro engasga ao acelerar com barulho,ajustar mistura de arcombustível
0,problemas na mistura de arcombustível,carro engasga ao acelerar e vibração,ajustar mistura de arcombustível
0,problemas na suspensão,carro sacolejando,revisar e substituir peças da suspensão
0,problemas na suspensão,carro sacolejando,revisar e trocar peças da suspensão
0,problemas na suspensão,carro sacolejando,revisar e realizar a troca peças da suspensão
0,problemas na suspensão,carro sacolejando com barulho,revisar e substituir peças da suspensão
0,problemas na suspensão,carro sacolejando com barulho,revisar e trocar peças da suspensão
0,problemas na suspensão,carro sacolejando com barulho,revisar e realizar a troca peças da suspensão
0,problemas na suspensão,carro sacolejando e vibração,revisar e substituir peças da suspensão
0,problemas na suspensão,carro sacolejando e vibração,revisar e trocar peças da suspensão
0,problemas na suspensão,carro sacolejando e vibração,revisar e realizar a troca peças da suspensão
0,problemas na suspensão,carro vibra ao desacelerar,revisar e substituir peças da suspensão
0,problemas na suspensão,carro vibra ao desacelerar,revisar e trocar peças da suspensão
0,problemas na suspensão,carro vibra ao desacelerar,revisar e realizar a troca peças da suspensão
0,problemas na suspensão,carro vibra ao desacelerar com barulho,revisar e substituir peças da suspensão
0,problemas na suspensão,carro vibra ao desacelerar com barulho,revisar e trocar peças da suspensão
0,problemas na suspensão,carro vibra ao desacelerar com barulho,revisar e realizar a troca peças da suspensão
0,problemas na suspensão,carro vibra ao desacelerar e vibração,revisar e substituir peças da suspensão
0,problemas na suspensão,carro vibra ao desacelerar e vibração,revisar e trocar peças da suspensão
0,problemas na suspensão,carro vibra ao desacelerar e vibração,revisar e realizar a troca peças da suspensão
0,problemas na suspensão,carro faz barulho ao dirigir,revisar e substituir peças da suspensão
0,problemas na suspensão,carro faz barulho ao dirigir,revisar e trocar peças da suspensão
0,problemas na suspensão,carro faz barulho ao dirigir,revisar e realizar a troca peças da suspensão
0,problemas na suspensão,carro faz barulho ao dirigir com barulho,revisar e substituir peças da suspensão
0,problemas na suspensão,carro faz barulho ao dirigir com barulho,revisar e trocar peças da suspensão
0,problemas na suspensão,carro faz barulho ao dirigir com barulho,revisar e realizar a troca peças da suspensão
0,problemas na suspensão,carro faz barulho ao dirigir e vibração,revisar e substituir peças da suspensão
0,problemas na suspensão,carro faz barulho ao dirigir e vibração,revisar e trocar peças da suspensão
0,problemas na suspensão,carro faz barulho ao dirigir e vibração,revisar e realizar a troca peças da suspensão
0,problemas na suspensão,barulho ao dirigir,revisar e substituir peças da suspensão
0,problemas na suspensão,barulho ao dirigir,revisar e trocar peças da suspensão
0,problemas na suspensão,barulho ao dirigir,revisar e realizar a troca peças da suspensão
0,problemas na suspensão,barulho ao dirigir com barulho,revisar e substituir peças da suspensão
0,problemas na suspensão,barulho ao dirigir com barulho,revisar e trocar peças da suspensão
0,problemas na suspensão,barulho ao dirigir com barulho,revisar e realizar a troca peças da suspensão
0,problemas na suspensão,barulho ao dirigir e vibração,revisar e substituir peças da suspensão
0,problemas na suspensão,barulho ao dirigir e vibração,revisar e trocar peças da suspensão
0,problemas na suspensão,barulho ao dirigir e vibração,revisar e realizar a troca peças da suspensão
0,problemas na transmissão,carro não mantém a velocidade,verificar e reparar transmissão
0,problemas na transmissão,carro não mantém a velocidade com barulho,verificar e reparar transmissão
0,problemas na transmissão,carro não mantém a velocidade e vibração,verificar e reparar transmissão
0,problemas no sistema de freios,carro não freia bem,revisar e substituir sistema de freios
0,problemas no sistema de freios,carro não freia bem,revisar e trocar sistema de freios
0,problemas no sistema de freios,carro não freia bem,revisar e realizar a troca sistema de freios
0,problemas no sistema de freios,carro não freia bem com barulho,revisar e substituir sistema de freios
0,problemas no sistema de freios,carro não freia bem com barulho,revisar e trocar sistema de freios
0,problemas no sistema de freios,carro não freia bem com barulho,revisar e realizar a troca sistema de freios
0,problemas no sistema de freios,carro não freia bem e vibração,revisar e substituir sistema de freios
0,problemas no sistema de freios,carro não freia bem e vibração,revisar e trocar sistema de freios
0,problemas no sistema de freios,carro não freia bem e vibração,revisar e realizar a troca sistema de freios
0,problemas no sistema de ignição,luz de motor piscando,verificar e reparar sistema de ignição
0,problemas no sistema de ignição,luz de motor piscando com barulho,verificar e reparar sistema de ignição
0,problemas no sistema de ignição,luz de motor piscando e vibração,verificar e reparar sistema de ignição
0,problemas no sistema de suspensão,barulho de raspagem ao andar,verificar e reparar suspensão
0,problemas no sistema de suspensão,barulho de raspagem ao andar com barulho,verificar e reparar suspensão
0,problemas no sistema de suspensão,barulho de raspagem ao andar e vibração,verificar e reparar suspensão
0,radiador com vazamento,carro sobreaquecendo,reparar ou trocar o radiador
0,radiador com vazamento,carro sobreaquecendo com barulho,reparar ou trocar o radiador
0,radiador com vazamento,carro sobreaquecendo e vibração,reparar ou trocar o radiador
0,rolamentos de roda danificados,barulho de chiado ao girar,substituir rolamentos de roda
0,rolamentos de roda danificados,barulho de chiado ao girar,trocar rolamentos de roda
0,rolamentos de roda danificados,barulho de chiado ao girar,realizar a troca rolamentos de roda
0,rolamentos de roda danificados,barulho de chiado ao girar com barulho,substituir rolamentos de roda
0,rolamentos de roda danificados,barulho de chiado ao girar com barulho,trocar rolamentos de roda
0,rolamentos de roda danificados,barulho de chiado ao girar com barulho,realizar a troca rolamentos de roda
0,rolamentos de roda danificados,barulho de chiado ao girar e vibração,substituir rolamentos de roda
0,rolamentos de roda danificados,barulho de chiado ao girar e vibração,trocar rolamentos de roda
0,rolamentos de roda danificados,barulho de chiado ao girar e vibração,realizar a troca rolamentos de roda
0,rolamentos de rodas desgastados,barulho de grilo ao andar,substituir rolamentos
0,rolamentos de rodas desgastados,barulho de grilo ao andar,trocar rolamentos
0,rolamentos de rodas desgastados,barulho de grilo ao andar,realizar a troca rolamentos
0,rolamentos de rodas desgastados,barulho de grilo ao andar com barulho,substituir rolamentos
0,rolamentos de rodas desgastados,barulho de grilo ao andar com barulho,trocar rolamentos
0,rolamentos de rodas desgastados,barulho de grilo ao andar com barulho,realizar a troca rolamentos
0,rolamentos de rodas desgastados,barulho de grilo ao andar e vibração,substituir rolamentos
0,rolamentos de rodas desgastados,barulho de grilo ao andar e vibração,trocar rolamentos
0,rolamentos de rodas desgastados,barulho de grilo ao andar e vibração,realizar a troca rolamentos
0,sensor de abs danificado,luz de abs acesa,substituir o sensor de abs
0,sensor de abs danificado,luz de abs acesa,trocar o sensor de abs
0,sensor de abs danificado,luz de abs acesa,realizar a troca o sensor de abs
0,sensor de abs danificado,luz de abs acesa com barulho,substituir o sensor de abs
0,sensor de abs danificado,luz de abs acesa com barulho,trocar o sensor de abs
0,sensor de abs danificado,luz de abs acesa com barulho,realizar a troca o sensor de abs
0,sensor de abs danificado,luz de abs acesa e vibração,substituir o sensor de abs
0,sensor de abs danificado,luz de abs acesa e vibração,trocar o sensor de abs
0,sensor de abs danificado,luz de abs acesa e vibração,realizar a troca o sensor de abs
0,sensor de oxigenio ruim,luz de motor acesa,trocar o sensor de oxigenio
0,sensor de oxigenio ruim,luz de motor acesa com barulho,trocar o sensor de oxigenio
0,sensor de oxigenio ruim,luz de motor acesa e vibração,trocar o sensor de oxigenio
0,sensor de pressão de óleo danificado,luz de sensor de óleo acesa,substituir sensor de pressão de óleo
0,sensor de pressão de óleo danificado,luz de sensor de óleo acesa,trocar sensor de pressão de óleo
0,sensor de pressão de óleo danificado,luz de sensor de óleo acesa,realizar a troca sensor de pressão de óleo
0,sensor de pressão de óleo danificado,luz de sensor de óleo acesa com barulho,substituir sensor de pressão de óleo
0,sensor de pressão de óleo danificado,luz de sensor de óleo acesa com barulho,trocar sensor de pressão de óleo
0,sensor de pressão de óleo danificado,luz de sensor de óleo acesa com barulho,realizar a troca sensor de pressão de óleo
0,sensor de pressão de óleo danificado,luz de sensor de óleo acesa e vibração,substituir sensor de pressão de óleo
0,sensor de pressão de óleo danificado,luz de sensor de óleo acesa e vibração,trocar sensor de pressão de óleo
0,sensor de pressão de óleo danificado,luz de sensor de óleo acesa e vibração,realizar a troca sensor de pressão de óleo
0,sistema de ignição com problema,motor não pega na partida,verificar e reparar sistema de ignição
0,sistema de ignição com problema,motor não pega na partida com barulho,verificar e reparar sistema de ignição
0,sistema de ignição com problema,motor não pega na partida e vibração,verificar e reparar sistema de ignição
0,suportes do motor danificados,carro vibra ao acelerar,substituir suportes do motor
0,suportes do motor danificados,carro vibra ao acelerar,trocar suportes do motor
